Date,Astral,Blue Star,Britannia Inds.,Cera Sanitary.,CRISIL,eClerx Services,H.G. Infra Engg.,Ingersoll-Rand,ITC,KEI Industries,LTIMindtree,Nestle India,Persistent Sys,Ramkrishna Forg.,Tube Investments,UTI AMC,P I Industries,Akzo Nobel,Apollo Tyres,Kirloskar Oil,Safari Inds.,Godfrey Phillips,Wendt India,Narayana Hrudaya,Polycab India,AIA Engineering,Marksans Pharma,Nippon Life Ind.,Tata Elxsi,Elantas Beck,Praj Industries,Torrent Power,Dixon Technolog.,Finolex Cables,Titan Company,I O C L,Cummins India,Neuland Labs.,Vesuvius India,Time Technoplast,J B Chemicals &,NCC,Colgate-Palmoliv,Jyothy Labs,Mahanagar Gas,Dr Lal Pathlabs,TVS Motor Co.,Ganesha Ecosphe.,Shaily Engineer.,Thangamayil Jew.,Himadri Special,Natco Pharma,Uno Minda,Lumax Auto Tech.,S P Apparels,V-Guard Industri,Coromandel Inter,Gabriel India,EID Parry,Pidilite Inds.,Zydus Wellness,Kirl. Brothers,Radico Khaitan,Garware Tech.,CEAT,Aditya Vision,Nifty 500,Nifty 500.1,Active Days
2025-04-07,,Blue Star,,,,eClerx Services,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,Praj Industries,,Dixon Technolog.,,,,,,,Time Technoplast,,,,,,,,,Shaily Engineer.,,Himadri Special,,Uno Minda,,,,Coromandel Inter,,,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,,,,,,15
2025-04-08,,Blue Star,,,,eClerx Services,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,Praj Industries,,Dixon Technolog.,,,,,,,Time Technoplast,,,,,,,,,Shaily Engineer.,,Himadri Special,,Uno Minda,,,,Coromandel Inter,,,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,,,,,,15
2025-04-09,,Blue Star,,,,eClerx Services,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,Praj Industries,,Dixon Technolog.,,,,,,,Time Technoplast,,,,,,,,,Shaily Engineer.,Thangamayil Jew.,Himadri Special,,,,,,Coromandel Inter,,,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,,,,,,15
2025-04-11,,Blue Star,,,,eClerx Services,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,Praj Industries,,Dixon Technolog.,,,,,,,Time Technoplast,,,,,,,,,Shaily Engineer.,Thangamayil Jew.,Himadri Special,,,,,,Coromandel Inter,,,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,,,,,,15
2025-04-15,,Blue Star,,,,eClerx Services,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,Praj Industries,,Dixon Technolog.,,,,,,,Time Technoplast,,,,,,,,,Shaily Engineer.,Thangamayil Jew.,Himadri Special,,,,,,Coromandel Inter,,,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,,,,,,15
2025-04-16,,Blue Star,,,,eClerx Services,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,Praj Industries,,Dixon Technolog.,,,,,,,Time Technoplast,,,,,,,,,Shaily Engineer.,Thangamayil Jew.,Himadri Special,,,,,,Coromandel Inter,,,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,,,,,,15
2025-04-17,,Blue Star,,,,eClerx Services,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,Praj Industries,,Dixon Technolog.,,,,,,,Time Technoplast,,,,,,,,,Shaily Engineer.,Thangamayil Jew.,Himadri Special,,,,,,Coromandel Inter,,,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,,,,,,15
2025-04-21,,Blue Star,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,Praj Industries,,Dixon Technolog.,,,,,,,Time Technoplast,,,,,,,,,Shaily Engineer.,Thangamayil Jew.,Himadri Special,,,,,,Coromandel Inter,,,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,,,,,15
2025-04-22,,Blue Star,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,Praj Industries,,Dixon Technolog.,,,,,,,Time Technoplast,,,,,,,,,Shaily Engineer.,Thangamayil Jew.,Himadri Special,,,,,,Coromandel Inter,,,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,,,,,15
2025-04-23,,Blue Star,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,Praj Industries,,Dixon Technolog.,,,,,,,Time Technoplast,,,,,,,,,Shaily Engineer.,Thangamayil Jew.,Himadri Special,,,,,,Coromandel Inter,,,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,,,,,15
2025-04-24,,Blue Star,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,Praj Industries,,Dixon Technolog.,,,,,,,Time Technoplast,,,,,,,,,Shaily Engineer.,Thangamayil Jew.,Himadri Special,,,,,,Coromandel Inter,,,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,,,,,15
2025-04-25,,Blue Star,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,Praj Industries,,Dixon Technolog.,,,,,,,Time Technoplast,,,,,,,,,Shaily Engineer.,Thangamayil Jew.,Himadri Special,,,,,,Coromandel Inter,,,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,,,,,15
2025-04-28,,Blue Star,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,Praj Industries,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,,,Shaily Engineer.,Thangamayil Jew.,Himadri Special,,,,,,Coromandel Inter,,,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,,,,,15
2025-04-29,,Blue Star,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,Praj Industries,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,,,Shaily Engineer.,Thangamayil Jew.,Himadri Special,,,,,,Coromandel Inter,,,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,,,,,15
2025-04-30,,Blue Star,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,Praj Industries,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,,,Shaily Engineer.,Thangamayil Jew.,Himadri Special,,,,,,Coromandel Inter,,,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,,,,,15
2025-05-02,,Blue Star,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,Praj Industries,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,,,Shaily Engineer.,Thangamayil Jew.,Himadri Special,,,,,,Coromandel Inter,,,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,,,,,15
2025-05-05,,Blue Star,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,Praj Industries,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,,,Shaily Engineer.,Thangamayil Jew.,Himadri Special,,,,,,Coromandel Inter,,,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,,,,,15
2025-05-06,,Blue Star,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,,,Shaily Engineer.,Thangamayil Jew.,Himadri Special,,,,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,,,,,15
2025-05-07,,Blue Star,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,,,Shaily Engineer.,Thangamayil Jew.,Himadri Special,,,,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,,,,,15
2025-05-08,,Blue Star,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,,,Shaily Engineer.,Thangamayil Jew.,Himadri Special,,,,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,,,,,15
2025-05-09,,Blue Star,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,,,Shaily Engineer.,Thangamayil Jew.,Himadri Special,,,,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,,,,,15
2025-05-12,,Blue Star,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,,,Shaily Engineer.,Thangamayil Jew.,Himadri Special,,,,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,,,,,15
2025-05-13,,Blue Star,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,,,Shaily Engineer.,Thangamayil Jew.,Himadri Special,,,,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,,,,,15
2025-05-14,,Blue Star,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,,,Shaily Engineer.,Thangamayil Jew.,Himadri Special,,,,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,,,,,15
2025-05-15,,Blue Star,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,,,Shaily Engineer.,Thangamayil Jew.,Himadri Special,,,,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,,,,,15
2025-05-16,,Blue Star,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,,,,,15
2025-05-19,,Blue Star,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,,,,,15
2025-05-20,,Blue Star,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,,,,,15
2025-05-21,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,CEAT,,,,15
2025-05-22,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,CEAT,,,,15
2025-05-23,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,CEAT,,,,15
2025-05-26,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,CEAT,,,,15
2025-05-27,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,CEAT,,,,15
2025-05-28,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,CEAT,,,,15
2025-05-29,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,Kirl. Brothers,Radico Khaitan,Garware Tech.,CEAT,,,,15
2025-05-30,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,Lumax Auto Tech.,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,,Radico Khaitan,Garware Tech.,CEAT,,,,15
2025-06-02,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,Lumax Auto Tech.,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,,Radico Khaitan,Garware Tech.,CEAT,,,,15
2025-06-03,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,Narayana Hrudaya,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,Lumax Auto Tech.,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,,Radico Khaitan,Garware Tech.,CEAT,,,,15
2025-06-04,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,Lumax Auto Tech.,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,,Radico Khaitan,Garware Tech.,CEAT,Aditya Vision,,,15
2025-06-05,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,Lumax Auto Tech.,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,,Radico Khaitan,Garware Tech.,CEAT,Aditya Vision,,,15
2025-06-06,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,Lumax Auto Tech.,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,,Radico Khaitan,Garware Tech.,CEAT,Aditya Vision,,,15
2025-06-09,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,Lumax Auto Tech.,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,,Radico Khaitan,Garware Tech.,CEAT,Aditya Vision,,,15
2025-06-10,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,Lumax Auto Tech.,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,,Radico Khaitan,Garware Tech.,CEAT,Aditya Vision,,,15
2025-06-11,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,Lumax Auto Tech.,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,,Radico Khaitan,Garware Tech.,CEAT,Aditya Vision,,,15
2025-06-12,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,Lumax Auto Tech.,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,,Radico Khaitan,Garware Tech.,CEAT,Aditya Vision,,,15
2025-06-13,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,Lumax Auto Tech.,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,,Radico Khaitan,Garware Tech.,CEAT,Aditya Vision,,,15
2025-06-16,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,Lumax Auto Tech.,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,,Radico Khaitan,Garware Tech.,CEAT,Aditya Vision,,,15
2025-06-17,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,Lumax Auto Tech.,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,,Radico Khaitan,Garware Tech.,CEAT,Aditya Vision,,,15
2025-06-18,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,Time Technoplast,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,Lumax Auto Tech.,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,,Radico Khaitan,Garware Tech.,CEAT,,,,15
2025-06-19,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,Time Technoplast,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,Lumax Auto Tech.,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,,Radico Khaitan,Garware Tech.,CEAT,,,,15
2025-06-20,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,Time Technoplast,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,Lumax Auto Tech.,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,,Radico Khaitan,Garware Tech.,CEAT,,,,15
2025-06-23,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,Time Technoplast,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,Lumax Auto Tech.,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,,Radico Khaitan,Garware Tech.,CEAT,,,,15
2025-06-24,,,,,,,,,,,,,Persistent Sys,,,,,,,,,,,,,,,Nippon Life Ind.,,,,,Dixon Technolog.,,,,,,,Time Technoplast,,,,,,Dr Lal Pathlabs,TVS Motor Co.,,Shaily Engineer.,Thangamayil Jew.,,,,Lumax Auto Tech.,,,Coromandel Inter,,EID Parry,Pidilite Inds.,,,Radico Khaitan,Garware Tech.,CEAT,,,,15
